9.6578e-09,1.0678e-08,1.1077999999999998e-08,1.1455e-08,1.1963e-08,1.1753e-08,1.2196e-08,1.1935e-08,1.2279e-08,1.2317e-08,1.1907e-08,1.1646e-08,1.1283e-08,1.0892e-08,1.1157e-08,1.0552e-08,1.0272e-08,9.8907e-09,9.4949e-09,8.0979e-09,9.6764e-09,
1.1288e-08,1.193e-08,1.2564e-08,1.3681e-08,1.2959e-08,1.3579e-08,1.383e-08,1.3611e-08,1.4007e-08,1.4747e-08,1.3853e-08,1.3011e-08,1.3076e-08,1.369e-08,1.2284e-08,1.2144e-08,1.1767e-08,1.1334e-08,1.0268e-08,9.0338e-09,1.0445e-08,
1.1828e-08,1.3062e-08,1.3765e-08,1.4477e-08,1.4757e-08,1.4794e-08,1.5157e-08,1.5702e-08,1.5818e-08,1.5493e-08,1.5558e-08,1.4547e-08,1.4258e-08,1.3392e-08,1.3541e-08,1.2922e-08,1.2428e-08,1.2661e-08,1.106e-08,1.0077e-08,1.0761e-08,
1.268e-08,1.3988e-08,1.4789e-08,1.5381e-08,1.5464e-08,1.5963000000000002e-08,1.6661e-08,1.6652e-08,1.742e-08,1.6722e-08,1.5972e-08,1.5325e-08,1.4659e-08,1.4128e-08,1.4105e-08,1.3677e-08,1.3104e-08,1.3048e-08,1.1646e-08,9.7742e-09,1.1227e-08,
1.2908e-08,1.4193e-08,1.5385e-08,1.6396e-08,1.6312e-08,1.7485e-08,1.7481e-08,1.7765e-08,1.8645e-08,1.8659e-08,1.6889e-08,1.5968e-08,1.5283e-08,1.4491e-08,1.4235e-08,1.4049e-08,1.3867e-08,1.2568e-08,1.1935e-08,1.0119e-08,1.16e-08,
1.3402e-08,1.437e-08,1.5613e-08,1.6936e-08,1.6973e-08,1.8505e-08,1.9092e-08,1.9381e-08,2.129e-08,2.0577e-08,1.8393e-08,1.6460999999999998e-08,1.5874e-08,1.566e-08,1.4529e-08,1.3872e-08,1.4189e-08,1.2941e-08,1.1814e-08,1.0631e-08,1.1609e-08,
1.3593e-08,1.5055e-08,1.5725e-08,1.7043e-08,1.7485e-08,1.9287e-08,2.0885e-08,2.2766e-08,2.2896e-08,2.5159e-08,2.0526e-08,1.7546e-08,1.6154e-08,1.5427e-08,1.4836e-08,1.4626e-08,1.3975e-08,1.2992e-08,1.2084e-08,1.031e-08,1.1828e-08,
1.4091e-08,1.4463e-08,1.6289e-08,1.7169e-08,1.8324e-08,2.1034e-08,2.4414e-08,2.7441e-08,3.1515e-08,3.3112e-08,2.379e-08,2.0289e-08,1.7402e-08,1.6088e-08,1.4515e-08,1.4515e-08,1.3765e-08,1.3341e-08,1.1893e-08,1.0813e-08,1.1921e-08,
1.3574e-08,1.5334e-08,1.6284000000000002e-08,1.743e-08,1.918e-08,2.2393e-08,2.7776e-08,3.7391e-08,5.0373e-08,6.2322e-08,3.9403e-08,2.4796e-08,1.9204e-08,1.6885e-08,1.4924e-08,1.4594e-08,1.4044000000000003e-08,1.3104e-08,1.2461e-08,1.0892e-08,1.1842e-08,
1.4128e-08,1.5651e-08,1.6442000000000003e-08,1.8412e-08,2.0829e-08,2.2831e-08,3.0952000000000005e-08,5.0629e-08,1.111e-07,2.5037e-07,1.1775e-07,4.0334e-08,2.1201e-08,1.6618999999999998e-08,1.5226999999999998e-08,1.4287e-08,1.3746e-08,1.2624e-08,1.2484e-08,1.0654e-08,1.2359e-08,
1.3937e-08,1.5236e-08,1.6186e-08,1.7942e-08,2.0391e-08,2.4721000000000003e-08,3.3457e-08,6.2331e-08,2.4807e-07,7.070399999999998e-07,2.6835e-07,6.552000000000001e-08,2.4302e-08,1.5907e-08,1.5106e-08,1.4733e-08,1.4473e-08,1.3499e-08,1.2126e-08,1.017e-08,1.1986e-08,
1.3872e-08,1.4873e-08,1.5674e-08,1.6456e-08,1.7304e-08,1.8948e-08,2.1942e-08,3.9421e-08,1.1492e-07,2.6711e-07,1.1982999999999998e-07,3.7014e-08,1.7047e-08,1.2666e-08,1.2661e-08,1.3718e-08,1.3616e-08,1.3094e-08,1.1618e-08,1.0761e-08,1.105e-08,
1.2172e-08,1.4468e-08,1.4561e-08,1.5478e-08,1.6075e-08,1.6023e-08,1.6554e-08,2.1857e-08,3.741e-08,6.626e-08,3.7121e-08,1.9515e-08,1.2930999999999998e-08,1.0365e-08,1.1101e-08,1.2587e-08,1.3602e-08,1.3085e-08,1.2345e-08,1.0314e-08,1.024e-08,
1.1884e-08,1.3546e-08,1.376e-08,1.4547e-08,1.4822e-08,1.3099e-08,1.2624e-08,1.2829e-08,1.6242e-08,2.1527e-08,1.5888e-08,1.2628e-08,1.0519e-08,9.9325e-09,1.0063e-08,1.1087e-08,1.308e-08,1.3537e-08,1.1823e-08,1.0282e-08,1.0692e-08,
1.1898e-08,1.2638e-08,1.3933e-08,1.3555e-08,1.2321e-08,1.0556e-08,1.0217e-08,9.9697e-09,1.0491e-08,1.2205e-08,1.0952e-08,9.9232e-09,1.0016e-08,1.0445e-08,1.1926e-08,1.2256e-08,1.3001e-08,1.3527e-08,1.2037e-08,1.0929e-08,1.0203e-08,
1.1982e-08,1.2568e-08,1.254e-08,1.2112e-08,1.0226e-08,9.3365e-09,8.5914e-09,9.2294e-09,9.4389e-09,9.5926e-09,1.03e-08,1.112e-08,1.1874e-08,1.2726e-08,1.3318e-08,1.2866e-08,1.3444e-08,1.2643e-08,1.2121e-08,9.8208e-09,9.8487e-09,
1.18e-08,1.2131e-08,1.0896e-08,9.7649e-09,9.0618e-09,8.7265e-09,8.6566e-09,9.6019e-09,1.0091e-08,1.1064e-08,1.2093e-08,1.3015e-08,1.3756e-08,1.4063000000000003e-08,1.3141e-08,1.3597e-08,1.3025e-08,1.2275e-08,1.1269e-08,9.951200000000002e-09,9.6904e-09,
1.0599e-08,1.0696e-08,9.5694e-09,9.0897e-09,9.248e-09,9.588e-09,1.0203e-08,1.0896e-08,1.1474e-08,1.2577e-08,1.3034e-08,1.2973e-08,1.2796e-08,1.2922e-08,1.2489e-08,1.2787e-08,1.2592e-08,1.2131e-08,1.0971e-08,9.746299999999998e-09,9.5228e-09,
1.0398e-08,1.0272e-08,9.9139e-09,9.8627e-09,1.0328e-08,1.0943e-08,1.1567e-08,1.2154e-08,1.2238e-08,1.2601e-08,1.2605e-08,1.2252e-08,1.2275e-08,1.2349e-08,1.2019e-08,1.1665e-08,1.1618e-08,1.125e-08,1.0654e-08,9.0385e-09,8.1537e-09,
9.406399999999998e-09,9.8068e-09,1.0086e-08,1.0766e-08,1.0883e-08,1.0896e-08,1.1334e-08,1.1269e-08,1.1227e-08,1.0934e-08,1.1194e-08,1.1339e-08,1.0911e-08,1.1572e-08,1.1185e-08,1.1101e-08,1.0975999999999998e-08,1.0682e-08,9.7882e-09,8.7498e-09,7.3016e-09,
8.3773e-09,8.9733e-09,8.9081e-09,9.0851e-09,9.6578e-09,9.7556e-09,9.6485e-09,9.7556e-09,9.737e-09,9.9093e-09,9.6718e-09,9.7184e-09,9.8161e-09,9.8394e-09,9.9279e-09,9.443600000000002e-09,9.3924e-09,9.1549e-09,8.3633e-09,7.683399999999999e-09,nan,